Longitude,Latitude,fid,CEC,Elevation,Slope,Aspect,Curvature,TWI,TPI,SR_L,NR_L,Treatment,NDVI_20170407,NDVI_20170507,NDVI_20170611,NDVI_20170701,NDVI_20170717,NDVI_20170819,NDVI_20170901,NDVI_20170916,NDVI_20170929,Yield
416954,4655178,21167,35.1375512,868.8317125,0.045953323,1.679781199,-0.004317625,7.694706599,-0.119156186,D,A,DA,0.178895108,0.178437103,0.417243462,0.839037345,0.858117803,0.85043966,0.79970139,0.509551674,0.337523959,15865.0418
417050,4655178,21199,20.15270975,869.6751573,0.078943774,3.331244946,0.004174602,5.987887383,-0.001352441,C,D,CD,0.197521849,0.155454932,0.351071381,0.806034844,0.858293377,0.847463364,0.80406094,0.59871056,0.38732492,15760.79255
417191,4655178,21246,15.99519242,867.769104,0.023248108,6.25791502,0.00030204,7.880209923,-0.019327246,C,C,CC,0.200039087,0.171086642,0.369885196,0.805705292,0.860926392,0.839154224,0.800298053,0.603438421,0.393474762,14528.05676
417146,4655178,21231,15.93969144,867.7147149,0.002376158,2.150485039,-0.001217264,16.10276413,-0.087450199,C,C,CC,0.169604558,0.174194268,0.392404704,0.824115863,0.850511822,0.835734155,0.775182548,0.497368974,0.326352899,13451.12267
416489,4655193,19732,25.7400074,873.8745795,0.052011682,2.358249426,-0.00741458,6.731654008,-0.048137078,C,C,CC,0.209725037,0.169098308,0.341114665,0.765714809,0.836234494,0.83060374,0.795763496,0.578022381,0.384221331,15593.34715
416597,4655193,19768,30.48458799,872.3271077,0.03928642,5.952088356,-0.005826193,9.285795212,-0.186548248,B,D,BD,0.200157753,0.192326038,0.378636336,0.817442371,0.853158095,0.847592728,0.806139787,0.616895766,0.382940022,16441.76294
416567,4655193,19758,29.23571099,873.3903605,0.077856496,2.133665323,-0.018840102,5.383123398,0.026852638,B,D,BD,0.203215311,0.155580635,0.366882847,0.81513569,0.856947854,0.842143376,0.798453809,0.609158025,0.380442401,15933.95994
416681,4655193,19796,29.49686877,872.5381809,0.057268746,0.221227348,-0.000909289,6.370556355,0.020172363,C,A,CA,0.193602717,0.198873507,0.31654412,0.757146416,0.861119767,0.835546679,0.793653846,0.561420749,0.361347769,12406.3234
416630,4655193,19779,30.59366777,872.5200602,0.063278973,0.03754776,-0.002453613,6.437819481,-0.020631446,C,A,CA,0.209012007,0.164665359,0.336786237,0.820718638,0.862594503,0.830522523,0.814212064,0.633363733,0.419594561,16411.61829
416783,4655193,19830,28.36117596,870.4586589,0.053377349,0.609735876,-0.010535511,7.421878497,-0.085973601,A,C,AC,0.219344284,0.191596028,0.296189068,0.781832809,0.862992004,0.840093743,0.809283137,0.67327845,0.469722261,17316.15009
416735,4655193,19814,27.73578199,872.5065511,0.024476621,0.481327236,-0.002200435,6.605000496,0.017507128,A,C,AC,0.20357486,0.189893657,0.329728396,0.774383262,0.856683735,0.842201996,0.811113832,0.632030468,0.462304921,15595.99372
416882,4655193,19863,35.56219991,869.3359782,0.018239465,4.576614857,0.003772006,6.655599117,0.055940233,D,A,DA,0.185550707,0.153759196,0.385059906,0.815140363,0.860374562,0.844692856,0.782966463,0.462811342,0.313884855,13990.99018
416996,4655193,19901,28.8614591,869.5207791,0.064597286,3.265140772,0.000200135,6.910706043,-0.037081346,C,C,CC,0.234414011,0.154782793,0.32020855,0.789338045,0.866125941,0.846397582,0.813196958,0.638709299,0.42831137,17297.16517
416924,4655193,19877,35.01380581,869.704834,0.013020086,0.256271938,0.00064559,5.388213476,0.085381443,D,A,DA,0.179986447,0.161868666,0.412904972,0.828564853,0.863172311,0.846159586,0.808636738,0.552943372,0.360815756,16454.34718
417065,4655193,19924,16.21412892,871.157491,0.09952227,3.093459129,-0.002874419,5.508580208,0.04473203,C,D,CD,0.191354569,0.164096947,0.33938029,0.802193062,0.85564773,0.842654554,0.805235819,0.550993813,0.349981336,15494.52402
417173,4655193,19960,15.23316193,867.7898899,0.019138113,0.558538139,-0.004602197,5.57424132,0.100024348,C,C,CC,0.192507499,0.168813536,0.362374503,0.776839968,0.834035498,0.803570338,0.749195796,0.490801616,0.312070267,12816.76684
417128,4655193,19945,15.60303148,868.1597561,0.062676147,1.944236318,-0.018264091,6.730799516,-0.038421062,C,D,CD,0.203891324,0.161338358,0.380519283,0.810100768,0.85888429,0.841638691,0.798023987,0.547827176,0.379924708,17134.8281
416516,4655196,19485,29.35006375,874.4534573,0.03735153,3.593487978,0.004613549,5.93127346,0.082673825,C,C,CC,0.215746656,0.164641958,0.357521109,0.808335663,0.860733114,0.843364161,0.808028572,0.573902768,0.389520991,15780.53085
417206,4655199,19459,16.02708329,867.8302544,0.12702511,4.790144444,0.042606709,5.266282558,-0.415828049,C,C,CC,0.17485451,0.144506856,0.368051565,0.771547406,0.857348259,0.841706051,0.809149595,0.629500938,0.413620787,14738.36214
416564,4655196,19501,28.99511634,873.6001519,0.070511337,2.000913858,-0.017518754,4.720127106,0.18477198,B,D,BD,0.194786264,0.163665036,0.360323973,0.810783244,0.856986116,0.845048509,0.804895002,0.599563156,0.394283958,15717.84469
416672,4655196,19537,30.1187831,872.3452148,0.075859249,0.001559505,0.000877085,5.734950542,0.109997362,C,A,CA,0.203652806,0.179934924,0.30220275,0.761911316,0.866647224,0.830054949,0.800773082,0.577934373,0.373879004,13087.2356
416636,4655196,19525,30.8977979,872.1711087,0.07184983,0.109880127,-0.004667166,6.259407997,0.026186913,C,A,CA,0.224193234,0.176232946,0.337385719,0.81233461,0.862701746,0.844022784,0.819462506,0.649854464,0.420390642,16326.75616
416744,4655196,19561,27.70392121,872.2006836,0.032686076,0.904022614,-0.007592964,6.289366881,0.088396194,A,C,AC,0.209574631,0.161196919,0.313039863,0.785658243,0.859413724,0.830465383,0.813104816,0.622968778,0.414062925,16005.87849
416867,4655196,19602,34.73223072,869.0355496,0.017449785,4.999564171,0.005201308,12.72306442,-0.024626171,D,D,DD,0.164788072,0.156957665,0.362778234,0.817501346,0.858747543,0.849040421,0.796176056,0.482337702,0.337665056,15619.016
416858,4655196,19599,34.39887746,868.9487576,0.016380825,5.975533644,0.003731811,13.62369124,-0.05295498,D,D,DD,0.184739312,0.15444844,0.36428432,0.820625895,0.860859995,0.853026354,0.797350934,0.489771828,0.33825594,15553.75906
416960,4655196,19633,32.15937678,869.4510362,0.066277631,3.406178713,0.00914863,6.43405962,-0.054876268,D,A,DA,0.195577246,0.162494404,0.37161419,0.827501379,0.862769239,0.849942324,0.80632428,0.590776495,0.361730701,16597.19127
416924,4655196,19621,34.84065882,869.640096,0.024585052,2.200470696,0.006471132,5.911762873,0.017860482,D,A,DA,0.16563718,0.167411273,0.401407956,0.828598711,0.867154978,0.846755544,0.808796547,0.546943568,0.359509611,16454.34718
417059,4655196,19666,17.53299162,871.4969415,0.100740304,3.169562896,0.002134207,5.50397412,0.04147015,C,D,CD,0.195322054,0.148256877,0.334068855,0.794753655,0.857602734,0.84032439,0.799946449,0.545034911,0.362689466,15460.3657
417020,4655196,19653,25.29663192,869.9092746,0.071840435,3.714814663,0.009662034,7.317678452,-0.0847793,C,C,CC,0.206683293,0.160230791,0.298115389,0.767756837,0.867645191,0.847247503,0.801628842,0.588225948,0.381604383,16126.13709
417170,4655196,19703,15.07247342,867.7068753,0.025464457,0.424693823,-0.00387816,5.525263786,0.092983983,C,C,CC,0.190567563,0.16781323,0.358694443,0.78268889,0.842286062,0.801359784,0.739997781,0.462863576,0.328169543,12818.44419
416516,4655187,20253,31.04672305,873.8544515,0.055874161,3.37134409,0.004415641,6.115619183,0.010866309,C,C,CC,0.213749618,0.170781657,0.375213496,0.818209447,0.853966417,0.840889977,0.804041157,0.544562491,0.360261267,14822.38833
417197,4655190,20224,15.93323856,867.4414334,0.034826768,5.349733194,0.012211044,8.98965168,-0.211975132,C,C,CC,0.167963549,0.170426851,0.376945091,0.807711687,0.872245651,0.84376152,0.80450594,0.667726074,0.407972317,17002.78047
416594,4655187,20279,30.18932427,872.5103488,0.056003915,4.001556128,-0.00339877,8.139239947,-0.204689612,B,D,BD,0.227741778,0.185073144,0.373470649,0.807259675,0.856483415,0.849326061,0.810009765,0.624290793,0.401748597,16548.19933
416543,4655187,20262,30.05027093,873.9422879,0.057067181,3.097138564,-0.000792086,5.848637422,0.033911816,B,D,BD,0.193656267,0.150716733,0.363097558,0.815263443,0.849612842,0.835281823,0.808545578,0.60660254,0.39929818,15837.18744
416648,4655187,20297,29.34994909,872.8168471,0.075996883,6.203049342,0.000932242,5.873891989,-0.017479721,C,A,CA,0.215921569,0.19075676,0.310660177,0.802722546,0.87152765,0.856306721,0.814588525,0.634908593,0.41321888,14631.21526
416801,4655187,20348,28.72378561,870.4390259,0.058730263,0.404407352,-0.006427609,5.996111393,0.025413575,D,D,DD,0.188869203,0.178762898,0.346426591,0.800963675,0.873639457,0.854515098,0.82313477,0.598216408,0.368082784,15340.7691
416723,4655187,20322,27.54753855,872.7078383,0.047705848,0.088598301,0.001729397,6.566771507,-0.056878646,A,C,AC,0.199999806,0.207228843,0.306205909,0.776588184,0.861585666,0.843600951,0.804778352,0.655877236,0.471809764,15491.58004
416882,4655187,20375,36.3781734,869.3183322,0.023957092,4.423458576,0.005375444,6.002165794,0.096621975,D,A,DA,0.187774567,0.158845808,0.374437111,0.816681493,0.862355563,0.843716047,0.77693451,0.465360374,0.307021034,13927.72812
416957,4655187,20400,34.05941094,868.9989692,0.041575108,2.759769201,0.003876306,8.142189026,-0.082502343,D,A,DA,0.181659837,0.185796766,0.404735082,0.834529461,0.860581431,0.846389911,0.800583383,0.549915298,0.356895736,17039.52986
417086,4655187,20443,13.5831639,870.0572442,0.08275345,2.735435724,-0.013751929,5.745564461,0.01676289,C,D,CD,0.224531599,0.170020463,0.356723979,0.809952742,0.852873704,0.839077976,0.809137784,0.558063556,0.358009154,16392.39626
417032,4655187,20425,24.67831781,869.7457886,0.087687619,3.781994343,0.0156337,5.718706131,0.029570997,C,C,CC,0.218565297,0.153152248,0.313368943,0.7954018,0.859998715,0.845461959,0.808963863,0.611094357,0.402024627,16424.47453
417155,4655187,20466,15.54235543,867.7290378,0.02436766,4.769838333,0.00216432,5.93871069,0.033874806,C,C,CC,0.188615157,0.155942431,0.376518014,0.795495249,0.847842973,0.834081,0.761664489,0.46217436,0.32243488,13098.79825
417116,4655187,20453,14.88306279,868.6834513,0.06682083,1.933362365,-0.019666133,6.582275391,-0.020214746,C,D,CD,0.221715668,0.174754234,0.386969657,0.805202366,0.850819786,0.832332057,0.781501167,0.517139371,0.350078458,14354.55936
416498,4655190,19991,28.47039731,873.6374173,0.041096674,3.262670623,0.000152352,10.24667093,-0.111699414,C,C,CC,0.210693267,0.173101145,0.350665667,0.794041677,0.856208611,0.828286336,0.802118351,0.596442935,0.380043877,17401.1011
416600,4655190,20025,30.46461656,872.3673774,0.057588607,5.766909599,-0.00000453,6.44993178,-0.073462141,B,D,BD,0.211752327,0.172761125,0.376825235,0.814228923,0.855782245,0.845668464,0.804571146,0.62396575,0.387960655,15788.56964
416564,4655190,20013,29.30030314,873.3869968,0.072213274,2.219726721,-0.017227474,5.261087524,0.026517427,B,D,BD,0.185624407,0.162101571,0.360683406,0.818164868,0.855300769,0.839750624,0.807691137,0.600133047,0.370311286,15420.93221
416708,4655190,20061,28.45161968,872.4957072,0.059012828,0.148749785,0.001633951,6.512166553,-0.071683963,A,C,AC,0.1967337,0.190676869,0.300526733,0.742483196,0.867665672,0.839686568,0.803853449,0.644941261,0.432124338,15129.0289
416630,4655190,20035,30.16253069,872.6582167,0.066139226,0.028381395,-0.002066664,6.288949649,-0.015177376,C,A,CA,0.217069505,0.166913289,0.325714093,0.82326193,0.863071357,0.834803881,0.8163918,0.621384886,0.426454465,16373.70696
416768,4655190,20081,27.48976538,871.132053,0.063012116,0.895719482,-0.014331058,6.786195066,-0.044055871,A,C,AC,0.226678019,0.187893439,0.328147317,0.788756942,0.864970333,0.844456355,0.811212361,0.660846934,0.464835148,17437.94773
416738,4655190,20071,27.39638986,872.5100572,0.029166184,0.574333721,-0.003065921,6.745214409,-0.007724935,A,C,AC,0.221653523,0.18319586,0.329390778,0.77276296,0.860625592,0.845488971,0.811710995,0.63744652,0.453052784,15395.59472
416846,4655190,20107,33.69632382,869.1409776,0.033440806,0.700255016,-0.002230829,7.649943829,-0.050727213,D,D,DD,0.17943968,0.15740869,0.391498703,0.818030874,0.866897912,0.852178168,0.808111431,0.510534388,0.340436551,15768.83984
416960,4655190,20145,33.31309085,869.1039632,0.053250423,3.240803242,0.006415065,7.279340267,-0.091523339,D,A,DA,0.19748807,0.17956993,0.389194806,0.831037116,0.865082969,0.851764617,0.807806197,0.572615713,0.34775118,16556.78098
416912,4655190,20129,35.71943071,869.7911445,0.010043473,5.541000048,0.000911751,6.134149075,0.078220086,D,A,DA,0.213578654,0.172787913,0.395326186,0.819067423,0.86696486,0.846875139,0.797713782,0.50740152,0.336792055,15558.20772
417065,4655190,20180,16.04297892,870.8486871,0.099016046,3.097998142,-0.002827625,5.575719833,0.030991406,C,D,CD,0.204212659,0.16342928,0.347209272,0.799543751,0.85305371,0.842482429,0.808310534,0.565030679,0.355979503,15494.52402
417017,4655190,20164,26.85409101,869.5247057,0.061834238,3.402276436,0.005834568,8.23896567,-0.0750084,C,C,CC,0.208237646,0.166608464,0.318793731,0.782029151,0.861478201,0.840725038,0.811083511,0.61230625,0.398324321,16265.66009
417125,4655190,20200,15.44324133,868.3322144,0.063858231,1.926862597,-0.018385543,6.806407452,-0.046404558,C,D,CD,0.204431962,0.172999816,0.387502101,0.815715939,0.853208314,0.841016985,0.793226971,0.550994678,0.37073437,16698.67864
416507,4655205,18712,26.72158008,874.5076158,0.03453778,3.946263234,0.007517249,6.222646872,0.036657682,C,C,CC,0.203435078,0.170771511,0.320091002,0.794803339,0.848924232,0.838563337,0.807413978,0.622471155,0.403963482,14332.27118
417206,4655208,18688,15.97501363,867.8601142,0.114543363,4.730297565,0.042655177,5.291881561,-0.395851165,C,C,CC,0.195167221,0.156289391,0.365514529,0.775812453,0.846618844,0.828859355,0.785987388,0.595661154,0.394835529,14236.58204
416561,4655205,18730,28.45579084,874.1731093,0.057221836,1.602111777,-0.015220077,5.496774038,0.112692282,B,D,BD,0.195720492,0.144257473,0.338082945,0.801052561,0.857898971,0.835028147,0.806558732,0.619204052,0.435908442,15911.49727
416705,4655205,18778,29.78813722,871.5515883,0.066622698,6.010569096,0.007811938,7.132564863,-0.055049479,B,B,BB,0.218789776,0.189206963,0.279711728,0.722117177,0.864320219,0.842275613,0.814834299,0.630597852,0.409420095,15259.18231
416636,4655205,18755,32.73759037,871.5384725,0.073735483,0.237104649,-0.005924198,6.432103475,0.006486458,B,B,BB,0.200378459,0.180299214,0.358651411,0.815674089,0.868596834,0.843428836,0.813971208,0.645522444,0.414130312,16336.67063
416756,4655205,18795,28.22316594,871.1612142,0.067218748,0.935905894,-0.013855036,5.87927564,0.057302279,B,C,BC,0.190347374,0.167727635,0.329640183,0.788354164,0.854434651,0.839354269,0.819055768,0.641300482,0.437533698,16052.1663
416903,4655205,18844,34.8645401,869.2956814,0.023319494,2.147748369,0.001977674,8.171315352,-0.077290898,D,A,DA,0.196314419,0.172892295,0.374748061,0.818816819,0.86534857,0.842743577,0.796649196,0.46517239,0.331711712,14390.42572
416840,4655205,18823,33.74073919,868.7458157,0.030303581,0.403073639,-0.00285821,13.23439344,-0.08814632,C,D,CD,0.189403171,0.16648376,0.356463571,0.811256302,0.860812091,0.848621895,0.817361991,0.555319934,0.336382874,16387.29142
416981,4655205,18870,27.44656393,870.3400811,0.090948105,3.177327871,0.000655706,6.065889676,-0.020297006,C,A,CA,0.198472219,0.150186356,0.315441519,0.791553672,0.863772068,0.841274067,0.802938664,0.556137997,0.377787556,15157.28002
417101,4655205,18910,15.78797234,870.3043213,0.102409835,2.281809489,-0.024241501,5.564543406,0.024108366,D,D,DD,0.203359415,0.157219306,0.351540447,0.801623405,0.854565993,0.853921765,0.793971708,0.531904664,0.337855084,15341.66407
417023,4655205,18884,23.46378369,870.4194878,0.078638948,3.80681128,0.010986965,7.147416274,-0.108125577,C,A,CA,0.210072256,0.148786146,0.311495446,0.77268167,0.853909732,0.840009609,0.800406524,0.582042103,0.363406774,15454.38709
417173,4655205,18934,14.94578362,867.3894246,0.034226756,0.573475129,-0.004241468,5.961458259,0.035120769,C,C,CC,0.19165392,0.162095058,0.354344384,0.758867084,0.82730368,0.81259022,0.75897772,0.476690099,0.33143379,12771.19374
417122,4655205,18917,15.80638282,868.7529772,0.090212472,2.044285059,-0.024397933,5.913152536,-0.009259277,D,D,DD,0.210885369,0.153335621,0.360953792,0.807352317,0.859519587,0.831108256,0.792126278,0.51853252,0.334680706,15838.7411
416468,4655208,18442,19.2503696,875.1234402,0.031395535,2.144286394,-0.005868873,6.216071924,0.030613899,C,C,CC,0.201622342,0.143504125,0.287770883,0.71613866,0.830273446,0.81944267,0.798107877,0.565090341,0.383415272,13239.35257
416612,4655208,18490,32.31112586,871.6895549,0.045802731,0.028086519,-0.006317982,6.620951176,-0.029556835,A,C,AC,0.173352545,0.15808319,0.375171092,0.823550835,0.854269881,0.845023963,0.812778591,0.609971865,0.397568919,16595.71142
416567,4655208,18475,28.79701085,873.7052273,0.068954468,1.570796371,-0.017656932,5.640496254,0.071206056,A,C,AC,0.18092147,0.17787972,0.326605685,0.806341999,0.853869664,0.843044327,0.804987157,0.636111699,0.43680037,16203.56107
416720,4655208,18526,29.0299494,871.7815484,0.044329695,5.948483944,0.006301964,6.795254707,0.036997266,B,C,BC,0.20913219,0.180565757,0.312623708,0.750219091,0.856014827,0.845629854,0.801169912,0.610403961,0.408578777,14415.19162
416819,4655208,18559,32.3761745,869.0574476,0.040804587,0.58831052,-0.007931873,11.80448977,-0.129289418,C,D,CD,0.193051102,0.16224523,0.329852333,0.8038667,0.872691839,0.848653641,0.805743999,0.539366596,0.330660117,15920.70328
416762,4655208,18540,28.45543374,870.7913547,0.070094094,0.958323956,-0.013592698,6.293174744,-0.004085059,B,C,BC,0.211353341,0.184802878,0.33569485,0.792499349,0.857270248,0.840751722,0.809775719,0.65318184,0.434476526,16249.55146
416891,4655208,18583,34.62152735,869.3676826,0.014777169,0.137484908,-0.000219625,6.549071789,0.00454209,D,A,DA,0.168503332,0.154640374,0.363211919,0.817013064,0.861958463,0.837856499,0.786839209,0.449192421,0.326232337,13926.58757
416969,4655208,18609,28.24215741,870.2728,0.099428634,3.399751584,0.006820235,5.759292603,0.007886588,C,A,CA,0.186349191,0.150255528,0.339591111,0.800760629,0.860025427,0.853631494,0.804786357,0.57044354,0.343957121,16249.8319
417086,4655208,18648,16.30449846,871.5852051,0.103127249,2.465168238,-0.017118642,5.122190475,0.106229685,D,D,DD,0.174668885,0.151455397,0.338477285,0.805034228,0.863090927,0.842816616,0.808915591,0.562310119,0.375105285,16191.12697
417017,4655208,18625,23.57321421,870.5592448,0.066818252,3.250741959,0.002365938,8.568462372,-0.144082427,C,A,CA,0.207968131,0.149322432,0.289970483,0.754543953,0.859548221,0.848846087,0.80271801,0.60041612,0.358916763,15635.09545
417170,4655208,18676,14.85879103,867.3809814,0.033128567,0.544258952,-0.004489085,5.958049297,0.038104493,C,C,CC,0.184984603,0.169595173,0.365863778,0.775064377,0.827943888,0.816154891,0.750936363,0.453449908,0.31999731,12971.48958
416516,4655199,19229,28.86158668,874.4524943,0.035434385,3.671874444,0.004313971,5.955206394,0.081871547,C,C,CC,0.219806235,0.169912421,0.346589113,0.809922634,0.86139787,0.843208396,0.808783754,0.593831363,0.390276535,15859.78339
417200,4655202,19200,15.87815709,867.5260145,0.069757015,4.737619877,0.023086194,6.040308952,-0.198187694,C,C,CC,0.173379077,0.156882205,0.360796442,0.791512382,0.860255593,0.84566316,0.811376747,0.640954453,0.424693633,15849.51311
416582,4655199,19251,29.92202102,872.5390896,0.0708092,1.700994094,-0.019765578,6.500445525,-0.017039486,B,D,BD,0.220839282,0.161216095,0.361448608,0.822851299,0.853880822,0.845520204,0.804879283,0.631630722,0.405106809,17006.88696
416669,4655199,19280,30.67073716,872.1006809,0.081873252,3.470486539,0.001229332,5.732226478,0.099925619,C,A,CA,0.206864525,0.175708998,0.298315046,0.757980984,0.868745654,0.834627804,0.804099946,0.574858951,0.377698868,13660.57955
416795,4655199,19322,29.62588056,869.8517388,0.058996528,0.467690885,-0.008465677,6.899126212,-0.026195865,D,D,DD,0.192265467,0.170042865,0.307709568,0.782257178,0.870537655,0.844895397,0.818780652,0.617502543,0.413308382,17135.70214
416762,4655199,19311,28.05267885,871.1188626,0.063183372,1.02393357,-0.014716633,6.847405593,0.006008008,A,C,AC,0.188574518,0.180971008,0.338974783,0.786246882,0.85134192,0.843285163,0.810662125,0.66725234,0.423983081,15871.58097
416903,4655199,19358,35.32917786,869.4776679,0.026718393,4.694058681,-0.000159223,5.634613832,0.049123992,D,A,DA,0.192161787,0.172543717,0.374106574,0.823650978,0.865097474,0.842506082,0.795788592,0.480110542,0.335524626,14610.92297
416819,4655199,19330,31.79260657,869.2801988,0.058278251,0.470791989,-0.005914494,6.397745715,-0.016585167,D,D,DD,0.200672007,0.175344654,0.350184428,0.812412281,0.870300066,0.844491481,0.807280743,0.545546294,0.364175339,16370.04716
416972,4655199,19381,30.17149777,869.7526516,0.078536804,3.372084141,0.005881845,6.124279022,-0.01952653,C,B,CB,0.201418155,0.15238611,0.323766605,0.802990978,0.857299315,0.849024586,0.807511971,0.600871725,0.3718003,15793.54022
416915,4655199,19362,34.9324735,869.4725274,0.027336228,6.205942313,0.004510633,6.011920134,0.021492155,D,A,DA,0.168797104,0.174654436,0.393781973,0.829376492,0.866925023,0.844844295,0.80017075,0.504572254,0.332592206,15474.45017
417068,4655199,19413,16.30678262,871.6887614,0.100310455,3.04259891,-0.003750942,5.339865314,0.077924934,D,D,DD,0.18900613,0.153738468,0.322608387,0.798010912,0.860610501,0.839416376,0.805800962,0.519537982,0.340794949,15544.02604
417179,4655199,19450,15.26618195,867.4312473,0.039117524,0.80739816,-0.004121855,6.084395674,0.018903212,C,C,CC,0.19087311,0.175654893,0.362017982,0.772054428,0.840514372,0.820197215,0.755922135,0.501162307,0.333558354,12880.13428
417104,4655199,19425,15.10866981,869.8619859,0.093831437,2.222620328,-0.022880472,5.812104013,-0.00625281,D,D,DD,0.207512514,0.167843023,0.358380933,0.800721606,0.851461592,0.838832023,0.787941312,0.517023074,0.342457737,14710.70258
416495,4655202,18965,24.94136217,874.094774,0.028824409,3.186202049,-0.001091147,9.721686363,-0.135115042,C,C,CC,0.206812995,0.177973326,0.311747895,0.77890248,0.844355624,0.832988055,0.803866914,0.635795589,0.416234626,14233.8126
417206,4655205,18945,15.95887068,867.8664347,0.116709384,4.739572684,0.042655177,5.298659801,-0.403176427,C,C,CC,0.182708033,0.146700853,0.367602432,0.772345829,0.845458632,0.835571383,0.788669654,0.599835718,0.405550045,14084.1731
416594,4655202,18998,30.81826994,872.0874227,0.032834303,0.925862273,-0.012143579,11.48485502,-0.154384861,B,D,BD,0.190770536,0.178454702,0.379554047,0.813370921,0.854763179,0.847214534,0.812975244,0.614202036,0.391410365,16583.08259
416696,4655202,19032,29.99488216,871.6785685,0.079146452,0.095635347,0.002810854,6.227495193,0.059646387,C,A,CA,0.182199893,0.18777512,0.298955217,0.701110789,0.856476132,0.840228221,0.794920792,0.596390039,0.383907526,12887.16553
416657,4655202,19019,31.66220686,871.6624078,0.093217343,6.103581905,0.000732591,6.017675877,0.000511426,C,A,CA,0.207458621,0.177693709,0.320052064,0.768938301,0.86239683,0.841057776,0.813289019,0.618171086,0.380840456,14736.50738
416804,4655202,19068,30.62499788,869.4658067,0.0549286,0.458948394,-0.007287665,7.067502022,-0.084116668,C,D,CD,0.220049892,0.166023485,0.316901588,0.790825593,0.864980458,0.848416531,0.798611245,0.591080736,0.369809335,15844.12307
416729,4655202,19043,28.35899417,872.2298041,0.031157872,6.232705275,0.001709254,6.60515515,0.053177636,A,C,AC,0.196244905,0.178510943,0.325388413,0.773195799,0.867257191,0.842367909,0.806224228,0.618075051,0.411918305,16225.76622
416879,4655202,19093,34.65624449,869.2844849,0.017755163,5.159771125,0.003166882,5.550124327,0.083871029,D,A,DA,0.167878882,0.165423247,0.346570356,0.812379943,0.858289955,0.839713421,0.793733265,0.459117665,0.316678129,13867.50806
416996,4655202,19132,26.62520451,870.1257731,0.074685663,3.141078711,-0.002547459,6.342302799,-0.021016894,C,A,CA,0.215394796,0.141072148,0.307336259,0.781073867,0.860883215,0.846540737,0.808869094,0.589786584,0.364992823,16391.45072
417056,4655202,19152,18.56492043,872.0209961,0.095060147,3.248001814,0.004369645,5.064463139,0.139740825,D,D,DD,0.196508077,0.134206783,0.328979417,0.793265281,0.85582257,0.838906918,0.800461446,0.5502433,0.365269799,15747.32842
417008,4655202,19136,25.45212046,870.1626926,0.070621632,3.127139648,-0.001416432,7.106477737,-0.02037933,C,A,CA,0.209302976,0.143802736,0.289315834,0.770650452,0.858389511,0.833033387,0.804495719,0.611845713,0.398671563,15803.83152
417152,4655202,19184,14.98981094,867.6834581,0.005265852,0.323143363,-0.008076064,14.29708672,-0.073472068,C,C,CC,0.189796689,0.159820099,0.379891626,0.810936282,0.84964208,0.820661362,0.771460802,0.504394333,0.320908361,14900.1755
417104,4655202,19168,15.46103891,869.9225871,0.098308951,2.240118186,-0.024039713,5.796270053,-0.012385775,D,D,DD,0.210969777,0.165972383,0.362765906,0.800923743,0.852988736,0.845316529,0.788007957,0.51215649,0.336777388,14676.90038
416501,4655217,17682,23.48516952,874.4910075,0.027880754,4.421169758,0.001313571,7.516662121,-0.081693754,C,C,CC,0.208973088,0.183218787,0.331009189,0.788867276,0.85325213,0.840725229,0.813569841,0.615795594,0.407189966,12379.13415
416468,4655217,17671,18.38338407,875.277242,0.015256406,1.884203593,-0.004523548,7.021145821,-0.013153222,C,C,CC,0.21558385,0.15086911,0.295611731,0.717836995,0.833638643,0.828996111,0.787389746,0.562616169,0.372491175,13460.81375
416579,4655217,17708,29.75753763,872.7935588,0.074001814,1.491275628,-0.017800786,5.772421837,0.040118781,A,C,AC,0.18642191,0.159490862,0.371690305,0.81090987,0.855439444,0.845692017,0.808110481,0.645775748,0.438656268,17017.65642
416666,4655217,17737,33.55422211,870.3024631,0.094986722,6.22778511,-0.00045284,6.015104294,-0.002618945,B,B,BB,0.210614808,0.171620792,0.338413825,0.794471576,0.867282504,0.839927053,0.813333635,0.623308042,0.40591215,16458.68593
416654,4655217,17733,34.32484775,870.2344157,0.082474458,4.248725022,-0.006183626,7.016317526,-0.122520934,B,B,BB,0.20664444,0.169593564,0.328051773,0.798899254,0.864902338,0.85363319,0.810483401,0.63646698,0.415950975,16091.15742
416759,4655217,17768,28.53059875,870.7922838,0.055319838,1.164998651,-0.011912129,6.917895635,-0.070118066,B,C,BC,0.219472208,0.174914452,0.328379893,0.8038135,0.862573016,0.841552534,0.822006126,0.648054102,0.429564929,16901.13703
416750,4655217,17765,28.17601946,871.2068007,0.052710447,1.128082275,-0.008607643,6.397421837,-0.011602539,B,C,BC,0.214735033,0.160814143,0.333334611,0.800194146,0.864751827,0.847802952,0.813383677,0.616280812,0.40847189,15755.27138
416888,4655217,17811,34.0750334,869.3406033,0.005345715,4.150914371,0.003607852,8.867464066,-0.002004395,D,A,DA,0.173822957,0.146319617,0.35531618,0.811424236,0.860450356,0.843388457,0.782582423,0.469901957,0.328307261,13227.61811
416999,4655217,17848,22.82758988,871.2542996,0.088188946,2.939938704,-0.010171335,5.700008869,0.006432552,C,A,CA,0.201433833,0.158578916,0.309704278,0.768868995,0.853690894,0.841345494,0.808527243,0.618316947,0.398314177,15494.57029
